"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","CDSD","CLDD","DP01","DP05","DP10","DP1X","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","DYFG","DYHF","DYNT","DYSD","DYSN","DYTS","DYXP","DYXT","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HN02","HN03","HN04","HN05","HN06","HN07","HN08","HN09","HN10","HN11","HN12","HN13","HN14","HN15","HTDD","HX01","HX02","HX03","HX04","HX05","HX06","HX07","HX08","HX09","HX10","HX11","HX12","HX13","HX14","HX15","LN01","LN02","LN03","LN04","LN05","LN06","LN07","LN08","LN09","LN10","LN11","LN12","LN13","LN14","LN15","LX01","LX02","LX03","LX04","LX05","LX06","LX07","LX08","LX09","LX10","LX11","LX12","LX13","LX14","LX15","MN01","MN02","MN03","MN04","MN05","MN06","MN07","MN08","MN09","MN10","MN11","MN12","MN13","MN14","MN15","MNPN","MX01","MX02","MX03","MX04","MX05","MX06","MX07","MX08","MX09","MX10","MX11","MX12","MX13","MX14","MX15","MXPN","PRCP","PSUN","RHAV","RHMN","RHMX","SNOW","TAVG","TIME","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WDMV","WSF1","WSF2","WSF5","WSFG","WSFM"
"USC00118740","1917-01",,,,,,"0.0","0.0","7",,"2","0",,"1","1","28","11","0","0",,,"19170126",,"19170121",,"19170105","19170131","-17.8",,"25","16.0","15.0",,"1896.5",,,,,,,,,,,,,,,,"626.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.3",,,,,"64","-1.87",,"3.05","-6.79",,,,,,,,,,,,
"USC00118740","1917-02",,,,,,"0.0","0.0","4",,"2","0",,"0","6","26","12","0","0",,,"19170202",,"19170204",,"19170219","19170226","-24.4",,"23","6.1","14.4",,"2540.5",,,,,,,,,,,,,,,,"644.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.4",,,,,"36","-4.67",,"0.57","-9.90",,,,,,,,,,,,
"USC00118740","1917-03",,,,,,"0.0","0.0","8",,"5","1",,"0","0","18","3","1","0",,,"19170305",,"19170327","6","19170313","19170331","-12.2",,"0","74.4","24.4",,"2946.5",,,,,,,,,,,,,,,,"406.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.6",,,,,"0","5.24",,"10.68","-0.20",,,,,,,,,,,,
"USC00118740","1917-04",,,,,,"3.8","3.8","11",,"9","0","0","0","0","6","0","7","0",,,"19170414","19170430","19170402","4","19170402","19170419","-4.4","0","0","17.3","28.3",,"3235.6",,,,,,,,,,,,,,,,"289.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.9",,,,,"0","8.83",,"14.20","3.45",,,,,,,,,,,,
"USC00118740","1917-05",,,,,,"21.6","17.8","12",,"7","1","0","0","0","0","0","9","0",,,"19170507","19170531","19170526","6","19170531","19170520","1.1","0","0","34.8","30.0",,"3420.9",,,,,,,,,,,,,,,,"185.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124.9",,,,,"0","12.93",,"18.48","7.38",,,,,,,,,,,,
"USC00118740","1917-06",,,,,,"86.7","65.1","11",,"8","3","0","0","0","0","0","24","2","1",,"19170616","19170630","19170630","11","19170605","19170627","3.3","0","0","41.9","32.2",,"3450.1",,,,,,,,,,,,,,,,"29.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163.9",,,,,"0","19.53",,"24.95","14.11",,,,,,,,,,,,
"USC00118740","1917-07",,,,,,"227.8","141.1","8",,"4","1","0","0","0","0","0","31","5",,,"19170704","19170731","19170731","15","19170726","19170731","11.1","0","0","32.5","34.4",,"1.1",,,,,,,,,,,,,,,,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.4",,,,,"0","22.85",,"28.55","17.15",,,,,,,,,,,,
"USC00118740","1917-08",,,,,,"333.6","105.8","10",,"6","0","0","0","0","0","0","29","5",,,"19170825","19170831","19170831","8","19170828","19170801","8.9","0","0","23.1","33.9",,"11.6",,,,,,,,,,,,,,,,"10.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.5",,,,,"0","21.40",,"27.06","15.75",,,,,,,,,,,,
"USC00118740","1917-09",,,,,,"357.7","24.1","5",,"3","1","0","0","0","0","0","25","0",,,"19170911","19170930","19170930","4","19170908","19170903","2.8","0","0","39.1","30.0",,"68.5",,,,,,,,,,,,,,,,"56.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.0",,,,,"0","17.24",,"23.81","10.66",,,,,,,,,,,,
"USC00118740","1917-10",,,,,,"357.7","0.0","12",,"7","0",,"0","0","14","1","5","0",,,"19171013",,"19171031","1","19171018","19171017","-5.6",,"13","19.6","26.7",,"401.7",,,,,,,,,,,,,,,,"333.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.5",,,,,"23","7.58",,"13.25","1.92",,,,,,,,,,,,
"USC00118740","1917-11",,,,,,"357.7","0.0","7",,"0","0","0","0","0","12","1","3","0",,,"19171124","19171126","19171126",,"19171129","19171117","-7.2","0","5","1.5","21.1",,"772.4",,,,,,,,,,,,,,,,"370.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.6",,,,,"5","5.98",,"11.19","0.76",,,,,,,,,,,,
"USC00118740","1917-12",,,,,,"357.7","0.0","10",,"3","0",,"5","9","25","18","0","0",,,"19171211",,"19171206",,"19171208","19171220","-24.4",,"56","3.8","11.1",,"1523.1",,,,,,,,,,,,,,,,"750.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.3",,,,,"263","-5.88",,"-1.56","-10.21",,,,,,,,,,,,
"USC00118740","1918-01",,,,,,"0.0","0.0","7",,"5","0",,"4","11","31","29","0","0",,,"19180112",,"19180111",,"19180106","19180125","-29.4",,"147","20.6","2.2",,"2442.7",,,,,,,,,,,,,,,,"919.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.3",,,,,"325","-11.33",,"-6.84","-15.83",,,,,,,,,,,,
"USC00118740","1918-02",,,,,,"0.0","0.0","8",,"3","1",,"0","4","22","9","0","0",,,"19180204",,"19180216","1","19180212","19180214","-23.9",,"13","26.2","18.9",,"2986.5",,,,,,,,,,,,,,,,"543.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.3",,,,,"13","-1.09",,"4.33","-6.51",,,,,,,,,,,,
"USC00118740","1918-03",,,,,,"0.0","0.0","6",,"3","0",,"0","0","15","0","9","0",,,"19180310",,"19180314","2","19180309","19180321","-7.8",,"0","18.3","24.4",,"3301.4",,,,,,,,,,,,,,,,"314.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.0",,,,,"0","8.18",,"15.33","1.02",,,,,,,,,,,,
"USC00118740","1918-04",,,,,,"0.0","0.0","12",,"10","3","0","0","0","9","0","3","0","1",,"19180411","19180430","19180422","4","19180417","19180417","-5.0","0","0","29.2","25.6",,"3612.1",,,,,,,,,,,,,,,,"310.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.1",,,,,"0","7.98",,"13.56","2.39",,,,,,,,,,,,
"USC00118740","1918-05",,,,,,"60.6","60.6","13",,"7","1","0","0","0","0","0","24","0",,,"19180501","19180531","19180510","10","19180507","19180526","1.1","0","0","27.7","31.1",,"3677.7",,,,,,,,,,,,,,,,"65.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119.5",,,,,"0","18.17",,"24.11","12.24",,,,,,,,,,,,
"USC00118740","1918-06",,,,,,"157.7","97.1","7",,"5","1","0","0","0","0","0","29","3",,,"19180623","19180630","19180627",,"19180625","19180617","7.2","0","0","77.0","37.2",,"3690.3",,,,,,,,,,,,,,,,"12.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138.1",,,,,"0","21.15",,"27.52","14.78",,,,,,,,,,,,
"USC00118740","1918-07",,,,,,"282.2","124.5","7",,"4","1","0","0","0","0","0","30","6","2",,"19180731","19180731","19180731",,"19180707","19180727","10.6","0","0","38.4","35.0",,"10.2",,,,,,,,,,,,,,,,"10.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63.8",,,,,"0","22.02",,"28.06","15.98",,,,,,,,,,,,
"USC00118740","1918-08",,,,,,"488.9","206.7","10",,"8","1","0","0","0","0","0","31","11",,,"19180801","19180831","19180829","8","19180831","19180805","11.1","0","0","26.9","38.3",,"10.2",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.8",,,,,"0","25.00",,"30.99","19.02",,,,,,,,,,,,
"USC00118740","1918-09",,,,,,"493.1","4.2","10",,"7","2","0","0","0","0","0","17","0","1",,"19180927","19180930","19180930","1","19180905","19180901","1.1","0","0","54.9","26.1",,"120.6",,,,,,,,,,,,,,,,"110.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124.8",,,,,"0","14.79",,"20.64","8.95",,,,,,,,,,,,
"USC00118740","1918-10",,,,,,"498.4","5.3","8",,"5","0","0","0","0","0","0","11","0",,,"19181031","19181031","19181031",,"19181024","19181005","3.3","0","0","24.4","28.3",,"263.4",,,,,,,,,,,,,,,,"142.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.6",,,,,"0","13.90",,"19.39","8.40",,,,,,,,,,,,
"USC00118740","1918-11",,,,,,"498.4","0.0","7",,"3","0","0","0","0","14","1","1","0",,,"19181125","19181130","19181123",,"19181108","19181106","-8.3","0","0","16.8","21.1",,"647.5",,,,,,,,,,,,,,,,"384.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.0",,,,,"0","5.53",,"10.07","0.99",,,,,,,,,,,,
"USC00118740","1918-12",,,,,,"498.4","0.0","12",,"8","1","0","0","0","21","5","0","0",,,"19181226","19181229","19181227","1","19181213","19181209","-12.2","0","8","27.4","18.3",,"1112.1",,,,,,,,,,,,,,,,"464.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.5",,,,,"16","3.35",,"7.37","-0.68",,,,,,,,,,,,
"USC00118740","1919-01",,,,,,"0.0","0.0","3",,"1","0",,"0","2","27","6","0","0","1",,"19190104",,"19190105",,"19190123","19190120","-22.2",,"10","4.1","12.8",,"1695.1",,,,,,,,,,,,,,,,"583.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.4",,,,,"10","-0.47",,"4.45","-5.39",,,,,,,,,,,,
"USC00118740","1919-02",,,,,,"0.0","0.0","8",,"6","0",,"1","0","26","5","0","0",,,"19190208",,"19190222",,"19190222","19190213","-11.7",,"140","15.5","13.3",,"2217.7",,,,,,,,,,,,,,,,"522.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.8",,,,,"159","-0.33",,"4.11","-4.77",,,,,,,,,,,,
"USC00118740","1919-03",,,,,,"0.0","0.0","8",,"6","1",,"1","0","16","1","0","0",,,"19190301",,"19190309","2","19190315","19190320","-12.8",,"99","49.0","19.4",,"2616.3",,,,,,,,,,,,,,,,"398.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.6",,,,,"102","5.48",,"10.98","-0.03",,,,,,,,,,,,
"USC00118740","1919-04",,,,,,"0.5","0.5","10",,"2","0","0","0","0","4","0","10","0","1",,"19190425","19190430","19190417","3","19190415","19190423","-4.4","0","0","5.8","24.4",,"2838.9",,,,,,,,,,,,,,,,"222.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.0",,,,,"0","10.93",,"17.03","4.83",,,,,,,,,,,,
"USC00118740","1919-05",,,,,,"27.3","26.8","11",,"8","0","0","0","0","0","0","15","1",,,"19190502","19190531","19190531","3","19190509","19190530","3.3","0","0","16.3","33.3",,"2964.0",,,,,,,,,,,,,,,,"125.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.4",,,,,"0","15.16",,"20.75","9.57",,,,,,,,,,,,
"USC00118740","1919-06",,,,,,"174.3","147.0","12",,"9","2","0","0","0","0","0","30","5","1",,"19190629","19190630","19190614","12","19190615","19190612","11.1","0","0","48.8","32.8",,"2965.1",,,,,,,,,,,,,,,,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175.2",,,,,"0","23.20",,"28.82","17.57",,,,,,,,,,,,
"USC00118740","1919-07",,,,,,"388.9","214.6","5",,"4","0","0","0","0","0","0","31","20",,,"19190711","19190731","19190731","2","19190729","19190712","13.3","0","0","20.3","35.6",,"0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.8",,,,,"0","25.25",,"32.04","18.47",,,,,,,,,,,,
"USC00118740","1919-08",,,,,,"505.2","116.3","10",,"6","1","0","0","0","0","0","31","4",,,"19190831","19190831","19190831","9","19190801","19190804","10.0","0","0","59.9","34.4",,"1.7",,,,,,,,,,,,,,,,"1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113.4",,,,,"0","22.03",,"28.04","16.02",,,,,,,,,,,,
"USC00118740","1919-09",,,,,,"588.8","83.6","5",,"4","1","0","0","0","0","0","28","3",,,"19190926","19190930","19190930",,"19190922","19190910","5.6","0","0","36.8","33.3",,"18.5",,,,,,,,,,,,,,,,"16.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.7",,,,,"0","20.56",,"26.98","14.13",,,,,,,,,,,,
"USC00118740","1919-10",,,,,,"614.9","26.1","13",,"9","2","0","0","0","0","0","14","0",,,"19191029","19191031","19191031","1","19191027","19191001","0.6","0","0","37.8","31.1",,"166.3",,,,,,,,,,,,,,,,"147.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141.9",,,,,"0","14.40",,"20.07","8.74",,,,,,,,,,,,
"USC00118740","1919-11",,,,,,"614.9","0.0","8",,"4","1","0","0","0","19","3","0","0",,,"19191113","19191130","19191128",,"19191129","19191109","-8.9","0","0","50.5","17.2",,"591.7",,,,,,,,,,,,,,,,"425.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.6",,,,,"0","4.15",,"8.92","-0.61",,,,,,,,,,,,
"USC00118740","1919-12",,,,,,"614.9","0.0","2",,"1","0",,"0","2","31","18","0","0",,,"19191210",,"19191229",,"19191206","19191212","-20.0",,"3","2.8","10.6",,"1301.3",,,,,,,,,,,,,,,,"709.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1",,,,,"6","-4.56",,"-0.35","-8.76",,,,,,,,,,,,
"USC00118740","1920-01",,,,,,"0.0","0.0","5",,"2","0",,"2","5","31","23","0","0",,,"19200104",,"19200109",,"19200109","19200130","-21.1",,"152","10.2","5.0",,"2074.3",,,,,,,,,,,,,,,,"773.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.1",,,,,"206","-6.60",,"-2.45","-10.75",,,,,,,,,,,,
"USC00118740","1920-02",,,,,,"0.0","0.0","5",,"1","0",,"0","2","28","8","0","0",,,"19200215",,"19200207",,"19200221","19200202","-19.4",,"13","6.6","12.8",,"2657.2",,,,,,,,,,,,,,,,"582.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.4",,,,,"13","-1.77",,"2.22","-5.75",,,,,,,,,,,,
"USC00118740","1920-03",,,,,,"0.0","0.0","14",,"9","0",,"1","0","17","3","3","0",,,"19200307",,"19200304","4","19200325","19200328","-17.2",,"71","18.8","22.2",,"3077.6",,,,,,,,,,,,,,,,"420.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.5",,,,,"76","4.77",,"10.05","-0.50",,,,,,,,,,,,
"USC00118740","1920-04",,,,,,"0.0","0.0","17",,"13","1","0","2","0","12","2","3","0",,,"19200406","19200430","19200405","8","19200420","19200401","-7.2","0","152","33.0","22.2",,"3414.1",,,,,,,,,,,,,,,,"336.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144.5",,,,,"203","7.12",,"11.89","2.34",,,,,,,,,,,,
"USC00118740","1920-05",,,,,,"18.3","18.3","9",,"3","3","0","0","0","0","0","17","0",,,"19200514","19200531","19200531","2","19200512","19200527","0.6","0","0","35.1","28.9",,"3520.4",,,,,,,,,,,,,,,,"106.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.6",,,,,"0","15.50",,"21.15","9.84",,,,,,,,,,,,
"USC00118740","1920-06",,,,,,"136.9","118.6","6",,"3","0","0","0","0","0","0","28","10",,,"19200618","19200630","19200601","3","19200602","19200628","8.3","0","0","15.2","34.4",,"3534.6",,,,,,,,,,,,,,,,"14.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.9",,,,,"0","21.81",,"27.94","15.69",,,,,,,,,,,,
"USC00118740","1920-07",,,,,,"280.4","143.5","6",,"4","2","0","0","0","0","0","31","8",,,"19200727","19200731","19200731","7","19200702","19200723","11.1","0","0","36.1","36.7",,"0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.4",,,,,"0","22.96",,"29.29","16.64",,,,,,,,,,,,
"USC00118740","1920-08",,,,,,"395.7","115.3","10",,"8","1","0","0","0","0","0","29","4",,,"19200824","19200831","19200831","5","19200816","19200806","8.3","0","0","30.2","33.9",,"10.3",,,,,,,,,,,,,,,,"10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.7",,,,,"0","21.72",,"27.76","15.68",,,,,,,,,,,,
"USC00118740","1920-09",,,,,,"468.6","72.9","7",,"5","0","0","0","0","0","0","28","0","1",,"19200930","19200930","19200930","2","19200916","19200925","3.3","0","0","17.0","31.1",,"32.0",,,,,,,,,,,,,,,,"21.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.5",,,,,"0","20.09",,"26.33","13.86",,,,,,,,,,,,
"USC00118740","1920-10",,,,,,"491.2","22.6","6",,"3","0","0","0","0","3","0","18","0",,,"19201029","19201031","19201028","1","19201025","19201011","-3.3","0","0","18.3","28.3",,"147.9",,,,,,,,,,,,,,,,"115.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.4",,,,,"0","15.32",,"21.79","8.86",,,,,,,,,,,,
"USC00118740","1920-11",,,,,,"491.2","0.0","8",,"4","0",,"0","0","15","2","0","0",,,"19201113",,"19201115",,"19201129","19201120","-11.7",,"5","8.6","18.9",,"565.6",,,,,,,,,,,,,,,,"417.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.8",,,,,"5","4.41",,"8.75","0.07",,,,,,,,,,,,
"USC00118740","1920-12",,,,,,"491.2","0.0","10",,"6","1",,"1","1","26","7","0","0",,,"19201228",,"19201226",,"19201204","19201212","-24.4",,"140","28.7","14.4",,"1149.5",,,,,,,,,,,,,,,,"583.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.4",,,,,"177","-0.50",,"3.64","-4.64",,,,,,,,,,,,
"USC00118740","1921-01",,,,,,"0.0","0.0","12",,"7","0",,"1","0","25","8","0","0",,,"19210117",,"19210113",,"19210130","19210122","-14.4",,"46","14.0","12.2",,"1698.3",,,,,,,,,,,,,,,,"548.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6",,,,,"67","0.63",,"4.08","-2.82",,,,,,,,,,,,
"USC00118740","1921-02",,,,,,"0.0","0.0","4",,"2","0",,"0","0","20","3","0","0",,,"19210218",,"19210224",,"19210207","19210215","-10.0",,"0","7.1","20.0",,"2158.1",,,,,,,,,,,,,,,,"459.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.5",,,,,"0","1.91",,"5.80","-1.98",,,,,,,,,,,,
"USC00118740","1921-03",,,,,,"3.6","3.6","14",,"10","2","0","0","0","11","0","6","0",,,"19210329","19210331","19210331","5","19210327","19210320","-6.7","0","0","29.0","26.1",,"2439.1",,,,,,,,,,,,,,,,"281.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148.0",,,,,"0","9.38",,"15.67","3.09",,,,,,,,,,,,
"USC00118740","1921-04",,,,,,"7.5","3.9","13",,"9","0","0","1","0","5","0","8","0",,,"19210410","19210430","19210417","5","19210422","19210425","-3.3","0","102","21.6","25.6",,"2628.0",,,,,,,,,,,,,,,,"188.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.5",,,,,"102","12.17",,"17.69","6.64",,,,,,,,,,,,
"USC00118740","1921-05",,,,,,"81.9","74.4","9",,"4","1","0","0","0","0","0","22","3",,,"19210503","19210531","19210525","4","19210526","19210531","1.7","0","0","114.3","32.8",,"2718.1",,,,,,,,,,,,,,,,"90.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.7",,,,,"0","17.83",,"23.80","11.85",,,,,,,,,,,,
"USC00118740","1921-06",,,,,,"261.8","179.9","15",,"8","0","0","0","0","0","0","30","9",,,"19210605","19210630","19210630","14","19210623","19210613","8.3","0","0","10.2","34.4",,"2723.4",,,,,,,,,,,,,,,,"5.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.0",,,,,"0","24.15",,"29.89","18.42",,,,,,,,,,,,
"USC00118740","1921-07",,,,,,"517.3","255.5","5",,"3","1","0","0","0","0","0","31","25",,,"19210722","19210731","19210731","7","19210729","19210706","13.9","0","0","31.0","36.7",,"0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.5",,,,,"0","26.58",,"33.11","20.04",,,,,,,,,,,,
"USC00118740","1921-08",,,,,,"616.9","99.6","9",,"8","1","0","0","0","0","0","26","0",,,"19210808","19210831","19210831","3","19210811","19210830","10.6","0","0","33.3","31.1",,"5.3",,,,,,,,,,,,,,,,"5.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.3",,,,,"0","22.20",,"27.50","16.91",,,,,,,,,,,,
"USC00118740","1921-09",,,,,,"713.0","96.1","12",,"10","2","0","0","0","0","0","28","0",,,"19210926","19210930","19210930","11","19210904","19210920","7.2","0","0","32.3","30.6",,"19.5",,,,,,,,,,,,,,,,"14.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143.4",,,,,"0","21.06",,"26.16","15.96",,,,,,,,,,,,
