"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","CDSD","CLDD","DP01","DP05","DP10","DP1X","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","DYFG","DYHF","DYNT","DYSD","DYSN","DYTS","DYXP","DYXT","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HN02","HN03","HN04","HN05","HN06","HN07","HN08","HN09","HN10","HN11","HN12","HN13","HN14","HN15","HTDD","HX01","HX02","HX03","HX04","HX05","HX06","HX07","HX08","HX09","HX10","HX11","HX12","HX13","HX14","HX15","LN01","LN02","LN03","LN04","LN05","LN06","LN07","LN08","LN09","LN10","LN11","LN12","LN13","LN14","LN15","LX01","LX02","LX03","LX04","LX05","LX06","LX07","LX08","LX09","LX10","LX11","LX12","LX13","LX14","LX15","MN01","MN02","MN03","MN04","MN05","MN06","MN07","MN08","MN09","MN10","MN11","MN12","MN13","MN14","MN15","MNPN","MX01","MX02","MX03","MX04","MX05","MX06","MX07","MX08","MX09","MX10","MX11","MX12","MX13","MX14","MX15","MXPN","PRCP","PSUN","RHAV","RHMN","RHMX","SNOW","TAVG","TIME","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WDMV","WSF1","WSF2","WSF5","WSFG","WSFM"
"USC00118740","1972-11",,,,,,"535.6","0.0","11",,"6","2","0","1","0","14","0","0","0",,,"19721129","19721130","19721119",,"19721113","19721102","-4.4","0","76","40.4","17.2",,"709.7",,,,,,,,,,,,,,,,"440.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.1",,,,,"102","3.65",,"6.27","1.04",,,,,,,,,,,,
"USC00118740","1972-12",,,,,,"535.6","0.0","14",,"8","2","6","0","0","27","16","0","0",,,"19721217","19721217","19721207",,"19721229","19721202","-16.7","25","15","37.1","14.4",,"1357.2",,,,,,,,,,,,,,,,"647.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.3",,,,,"34","-2.55",,"0.83","-5.93",,,,,,,,,,,,
"USC00118740","1973-01",,,,,,"0.0","0.0","5",,"4","0","0","0","0","27","11","0","0",,,"19730110","19730128","19730128",,"19730103","19730117","-16.7","0","5","15.5","14.4",,"1962.2",,,,,,,,,,,,,,,,"605.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.2",,,,,"5","-1.18",,"2.80","-5.17",,,,,,,,,,,,
"USC00118740","1973-02",,,,,,"0.0","0.0","8",,"3","0","0","0","0","23","7","0","0",,,"19730217","19730218","19730207","1","19730213","19730224","-15.0","0","10","4.6","14.4",,"2478.5",,,,,,,,,,,,,,,,"516.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.0",,,,,"21","-0.11",,"4.23","-4.44",,,,,,,,,,,,
"USC00118740","1973-03",,,,,,"0.0","0.0","18",,"14","1","1","0","0","7","0","1","0",,,"19730318","19730316","19730316","7","19730325","19730331","-2.8","25","15","31.8","21.1",,"2764.9",,,,,,,,,,,,,,,,"286.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166.3",,,,,"20","9.10",,"13.63","4.56",,,,,,,,,,,,
"USC00118740","1973-04",,,,,,"3.1","3.1","14",,"9","1","1","0","0","4","0","7","0",,,"19730411","19730409","19730409","2","19730421","19730420","-3.3","25","15","59.4","25.0",,"2995.1",,,,,,,,,,,,,,,,"230.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.4",,,,,"15","10.76",,"15.54","5.98",,,,,,,,,,,,
"USC00118740","1973-05",,,,,,"9.8","6.7","12",,"8","1","0","0","0","0","0","14","0",,,"19730504","19730531","19730531",,"19730527","19730524","3.9","0","0","28.4","27.2","159.1","3091.3",,,,,,,,,,,,,,,,"96.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.91",,,,,,,,,,,,,,,,"21.80","82.2",,,,,"0","15.45",,"20.78","10.11",,,,,,,"3637",,,,,
"USC00118740","1973-06",,,,,,"145.4","135.6","11",,"10","3","0","0","0","0","0","30","3",,,"19730629","19730630","19730630","9","19730604","19730610","13.3","0","0","36.6","33.9","200.8","3091.3",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.07",,,,,,,,,,,,,,,,"30.42","179.1",,,,,"0","22.85",,"28.65","17.06",,,,,,,"2804",,,,,
"USC00118740","1973-07",,,,,,"337.1","191.7","10",,"10","4","0","0","0","0","0","31","5",,,"19730712","19730731","19730731","7","19730720","19730709","13.9","0","0","75.7","33.3",,"0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.38",,,,,,,,,,,,,,,,"32.36","234.0",,,,,"0","24.52",,"29.99","19.04",,,,,,,"1393",,,,,
"USC00118740","1973-08",,,,,,"499.5","162.4","7",,"5","0","0","0","0","0","0","31","5",,,"19730823","19730831","19730831","5","19730812","19730827","13.9","0","0","24.6","33.3","171.0","0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.27",,,,,,,,,,,,,,,,"32.48","77.2",,,,,"0","23.57",,"28.89","18.25",,,,,,,"1228",,,,,
"USC00118740","1973-09",,,,,,"580.3","80.8","13",,"8","0","0","0","0","0","0","25","2",,,"19730919","19730930","19730930",,"19730913","19730902","6.7","0","0","22.1","32.8",,"19.6",,,,,,,,,,,,,,,,"19.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.78",,,,,,,,,,,,,,,,"27.47","76.6",,,,,"0","20.37",,"25.74","15.00",,,,,,,"1036",,,,,
"USC00118740","1973-10",,,,,,"604.0","23.7","7",,"7","0","0","0","0","0","0","18","0",,,"19731029","19731031","19731031",,"19731031","19731010","3.3","0","0","17.3","28.9","217.7","128.1",,,,,,,,,,,,,,,,"108.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.0",,,,,"0","15.60",,"21.02","10.17",,,,,,,"1097",,,,,
"USC00118740","1973-11",,,,,,"604.0","0.0","10",,"6","0","0","0","0","7","0","0","0",,,"19731110","19731130","19731108","1","19731125","19731114","-6.1","0","5","17.5","20.6",,"455.5",,,,,,,,,,,,,,,,"327.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.8",,,,,"5","7.07",,"11.56","2.59",,,,,,,,,,,,
"USC00118740","1973-12",,,,,,"604.0","0.0","18",,"8","2","16","4","2","27","14","0","0",,,"19731222","19731220","19731219",,"19731219","19731203","-21.7","279","241","33.0","16.7",,"1097.0",,,,,,,,,,,,,,,,"641.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.1",,,,,"461","-2.36",,"1.45","-6.17",,,,,,,,,,,,
"USC00118740","1974-01",,,,,,"0.0","0.0","11",,"8","0","19","3","2","24","13","0","0",,,"19740112","19740114","19740128",,"19740120","19740126","-22.8","203","102","18.0","12.8",,"1731.2",,,,,,,,,,,,,,,,"634.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.1",,,,,"221","-2.63",,"1.41","-6.66",,,,,,,,,,,,
"USC00118740","1974-02",,,,,,"0.0","0.0","6",,"6","1","4","1","0","24","9","0","0",,,"19740204","19740226","19740224","2","19740221","19740228","-13.3","51","102","39.9","14.4",,"2253.2",,,,,,,,,,,,,,,,"522.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.6",,,,,"107","-0.31",,"4.15","-4.78",,,,,,,,,,,,
"USC00118740","1974-03",,,,,,"1.6","1.6","11",,"9","0","3","1","0","15","2","4","0",,,"19740325","19740323","19740323","4","19740304","19740308","-14.4","76","64","23.6","24.4",,"2635.4",,,,,,,,,,,,,,,,"382.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.0",,,,,"72","6.06",,"11.05","1.06",,,,,,,,,,,,
"USC00118740","1974-04",,,,,,"6.9","5.3","14",,"8","1","0","0","0","4","0","8","0",,,"19740409","19740405","19740408","4","19740412","19740427","-2.2","0","0","32.5","26.7",,"2830.9",,,,,,,,,,,,,,,,"195.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120.2",,,,,"0","11.99",,"17.43","6.55",,,,,,,,,,,,
"USC00118740","1974-05",,,,,,"28.7","21.8","16",,"13","1","0","0","0","0","0","15","0",,,"19740507","19740531","19740531","7","19740521","19740521","1.7","0","0","46.0","30.0","84.9","2929.7",,,,,,,,,,,,,,,,"98.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.34",,,,,,,,,,,,,,,,"22.79","160.4",,,,,"0","15.85",,"20.60","11.09",,,,,,,,,,,,
"USC00118740","1974-06",,,,,,"90.5","61.8","11",,"8","2","0","0","0","0","0","27","0",,,"19740623","19740630","19740630","5","19740622","19740620","9.4","0","0","55.1","31.7","130.1","2950.9",,,,,,,,,,,,,,,,"21.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.42",,,,,,,,,,,,,,,,"27.61","145.1",,,,,"0","19.69",,"24.85","14.52",,,,,,,,,,,,
"USC00118740","1974-07",,,,,,"298.0","207.5","6",,"4","0","0","0","0","0","0","31","14",,,"19740730","19740731","19740731","7","19740722","19740714","15.0","0","0","18.0","36.1","190.6","0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.15",,,,,,,,,,,,,,,,"34.02","37.4",,,,,"0","25.03",,"31.05","19.00",,,,,,,"2105",,,,,
"USC00118740","1974-08",,,,,,"412.7","114.7","9",,"9","1","0","0","0","0","0","29","0",,,"19740828","19740831","19740831","7","19740810","19740826","13.3","0","0","68.8","31.1","118.0","4.7",,,,,,,,,,,,,,,,"4.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.11",,,,,,,,,,,,,,,,"31.01","150.8",,,,,"0","21.88",,"27.05","16.72",,,,,,,"1593",,,,,
"USC00118740","1974-09",,,,,,"434.8","22.1","5",,"4","0","0","0","0","0","0","20","0",,,"19740923","19740930","19740930","3","19740911","19740919","2.8","0","0","13.7","27.8","80.9","89.7",,,,,,,,,,,,,,,,"85.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.71",,,,,,,,,,,,,,,,"24.45","38.7",,,,,"0","16.24",,"21.86","10.61",,,,,,,"1877",,,,,
"USC00118740","1974-10",,,,,,"438.4","3.6","8",,"4","0","0","0","0","2","0","13","0",,,"19741021","19741031","19741031",,"19741013","19741031","-1.1","0","0","10.7","24.4",,"276.4",,,,,,,,,,,,,,,,"186.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.07",,,,,,,,,,,,,,,,"18.21","33.2",,,,,"0","12.43",,"18.65","6.20",,,,,,,"2334",,,,,
"USC00118740","1974-11",,,,,,"438.4","0.0","10",,"5","1","4","2","0","14","1","2","0",,,"19741126","19741113","19741113","1","19741103","19741102","-5.6","152","152","35.8","23.9",,"665.8",,,,,,,,,,,,,,,,"389.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.1",,,,,"193","5.35",,"9.32","1.39",,,,,,,,,,,,
"USC00118740","1974-12",,,,,,"438.4","0.0","15",,"8","0","7","2","0","23","5","0","0",,,"19741209","19741202","19741201",,"19741201","19741206","-10.6","76","89","9.9","9.4",,"1217.4",,,,,,,,,,,,,,,,"551.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.4",,,,,"171","0.00",,"2.82","-2.81",,,,,,,,,,,,
"USC00118740","1975-01",,,,,,"0.0","0.0","17",,"11","1","6","3","0","28","8","0","0",,,"19750113","19750131","19750119","7","19750110","19750129","-13.9","51","61","45.2","16.1",,"1812.1",,,,,,,,,,,,,,,,"594.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117.9",,,,,"199","-0.85",,"2.74","-4.44",,,,,,,,,,,,
"USC00118740","1975-02",,,,,,"0.0","0.0","13",,"8","1","9","3","2","27","9","0","0",,,"19750209","19750213","19750211","1","19750222","19750221","-21.1","102","91","35.6","12.8",,"2378.9",,,,,,,,,,,,,,,,"566.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.6",,,,,"241","-1.91",,"1.29","-5.11",,,,,,,,,,,,
"USC00118740","1975-03",,,,,,"0.0","0.0","14",,"6","1","1","1","0","22","5","1","0",,,"19750302","19750310","19750310","4","19750327","19750321","-10.0","76","48","26.4","22.2",,"2870.6",,,,,,,,,,,,,,,,"491.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.8",,,,,"92","2.47",,"6.94","-2.00",,,,,,,,,,,,
"USC00118740","1975-04",,,,,,"0.0","0.0","10",,"7","0","0","0","0","10","0","7","0",,,"19750404","19750403","19750402","5","19750423","19750429","-5.6","0","8","24.9","25.0",,"3156.5",,,,,,,,,,,,,,,,"285.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.2",,,,,"8","8.80",,"14.46","3.14",,,,,,,"2939",,,,,
"USC00118740","1975-05",,,,,,"59.4","59.4","9",,"6","2","0","0","0","0","0","24","4",,,"19750513","19750531","19750531","3","19750530","19750522","4.4","0","0","35.3","33.9","148.5","3202.1",,,,,,,,,,,,,,,,"45.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.95",,,,,,,,,,,,,,,,"28.37","97.7",,,,,"0","18.78",,"24.92","12.63",,,,,,,"2459",,,,,
"USC00118740","1975-06",,,,,,"187.7","128.3","9",,"8","1","0","0","0","0","0","30","5",,,"19750608","19750630","19750630",,"19750625","19750620","10.0","0","0","73.4","34.4","149.4","3210.1",,,,,,,,,,,,,,,,"8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.46",,,,,,,,,,,,,,,,"31.04","157.9",,,,,"0","22.46",,"28.11","16.80",,,,,,,"2342",,,,,
"USC00118740","1975-07",,,,,,"341.7","154.0","8",,"6","1","0","0","0","0","0","29","2",,,"19750713","19750731","19750731",,"19750719","19750731","8.3","0","0","57.7","32.2",,"8.0",,,,,,,,,,,,,,,,"8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124.5",,,,,"0","23.04",,"28.57","17.51",,,,,,,"1341",,,,,
"USC00118740","1975-08",,,,,,"510.5","168.8","11",,"9","3","0","0","0","0","0","31","5",,,"19750807","19750831","19750831","7","19750805","19750823","12.2","0","0","44.5","32.8","105.3","8.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.95",,,,,,,,,,,,,,,,"32.04","163.5",,,,,"0","23.78",,"29.00","18.56",,,,,,,"1332",,,,,
"USC00118740","1975-09",,,,,,"545.2","34.7","8",,"4","2","0","0","0","0","0","16","1",,,"19750927","19750930","19750930",,"19750911","19750903","4.4","0","0","36.6","33.9","85.5","90.7",,,,,,,,,,,,,,,,"82.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.67",,,,,,,,,,,,,,,,"23.58","75.6",,,,,"0","16.73",,"22.37","11.09",,,,,,,"1406",,,,,
"USC00118740","1975-10",,,,,,"551.6","6.4","6",,"2","1","0","0","0","0","0","13","0",,,"19751026","19751031","19751031",,"19751008","19751013","0.6","0","0","32.3","29.4","82.4","248.4",,,,,,,,,,,,,,,,"157.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.60",,,,,,,,,,,,,,,,"19.58","55.9",,,,,"0","13.45",,"19.68","7.22",,,,,,,"2187",,,,,
"USC00118740","1975-11",,,,,,"551.6","0.0","13",,"6","1","5","2","0","12","2","3","0",,,"19751128","19751127","19751126","2","19751130","19751105","-7.2","127","165","31.2","24.4",,"550.2",,,,,,,,,,,,,,,,"301.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.4",,,,,"224","8.27",,"12.73","3.81",,,,,,,,,,,,
"USC00118740","1975-12",,,,,,"551.6","0.0","12",,"9","1","5","1","0","24","12","0","0",,,"19751218","19751226","19751226",,"19751214","19751213","-15.0","127","163","26.7","17.8",,"1086.8",,,,,,,,,,,,,,,,"536.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.6",,,,,"194","0.24",,"3.93","-3.45",,,,,,,,,,,,
"USC00118740","1976-01",,,,,,"0.0","0.0","9",,"3","0","10","2","3","30","15","0","0",,,"19760108","19760114","19760107",,"19760125","19760123","-22.2","51","46","13.0","8.9",,"1794.7",,,,,,,,,,,,,,,,"707.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.3",,,,,"107","-5.28",,"-0.95","-9.62",,,,,,,,,,,,
"USC00118740","1976-02",,,,,,"0.0","0.0","7",,"3","1","8","0","1","17","6","1","0",,,"19760202","19760208","19760205","1","19760216","19760227","-18.9","25","20","40.1","21.1",,"2226.6",,,,,,,,,,,,,,,,"431.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.7",,,,,"38","3.07",,"8.49","-2.34",,,,,,,,,,,,
"USC00118740","1976-03",,,,,,"0.0","0.0","14",,"10","1","2","2","0","16","0","4","0",,,"19760317","19760316","19760316","7","19760304","19760326","-6.7","102","46","26.2","22.8",,"2564.7",,,,,,,,,,,,,,,,"338.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.1",,,,,"92","7.43",,"13.11","1.74",,,,,,,,,,,,
"USC00118740","1976-04",,,,,,"13.1","13.1","7",,"3","0","0","0","0","4","0","12","0",,,"19760412","19760430","19760430",,"19760425","19760417","-2.8","0","0","3.6","28.3","106.6","2746.3",,,,,,,,,,,,,,,,"181.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.19",,,,,,,,,,,,,,,,"21.64","15.0",,,,,"0","12.46",,"19.37","5.54",,,,,,,"3149",,,,,
"USC00118740","1976-05",,,,,,"25.1","12.0","8",,"7","1","0","0","0","1","0","17","0",,,"19760503","19760531","19760531","5","19760516","19760520","0.0","0","0","50.3","28.3","122.8","2840.8",,,,,,,,,,,,,,,,"94.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.08",,,,,,,,,,,,,,,,"24.08","115.8",,,,,"0","15.38",,"21.77","8.98",,,,,,,"2899",,,,,
"USC00118740","1976-06",,,,,,"137.6","112.5","10",,"7","3","0","0","0","0","0","30","4",,,"19760603","19760630","19760630",,"19760623","19760614","11.1","0","0","36.6","32.8","153.1","2841.4",,,,,,,,,,,,,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.19",,,,,,,,,,,,,,,,"30.17","143.6",,,,,"0","22.07",,"28.04","16.09",,,,,,,"2411",,,,,
"USC00118740","1976-07",,,,,,"292.2","154.6","9",,"9","0","0","0","0","0","0","30","7",,,"19760701","19760731","19760731","7","19760721","19760724","12.8","0","0","21.8","36.7","154.2","0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.49",,,,,,,,,,,,,,,,"32.06","105.9",,,,,"0","23.46",,"29.52","17.39",,,,,,,"1925",,,,,
"USC00118740","1976-08",,,,,,"387.8","95.6","7",,"4","1","0","0","0","0","0","31","1",,,"19760830","19760831","19760831","5","19760806","19760827","11.1","0","0","31.0","32.8","131.7","0.6",,,,,,,,,,,,,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.45",,,,,,,,,,,,,,,,"30.58","56.6",,,,,"0","21.40",,"27.29","15.50",,,,,,,"1512",,,,,
"USC00118740","1976-09",,,,,,"420.9","33.1","5",,"5","0","0","0","0","0","0","22","1",,,"19760924","19760930","19760930","2","19760919","19760908","5.0","0","0","24.9","32.2","96.8","53.7",,,,,,,,,,,,,,,,"53.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.62",,,,,,,,,,,,,,,,"24.48","96.5",,,,,"0","17.66",,"24.52","10.81",,,,,,,"1719",,,,,
"USC00118740","1976-10",,,,,,"428.8","7.9","5",,"5","1","0","0","0","6","0","8","0",,,"19761022","19761031","19761031","1","19761005","19761002","-3.9","0","0","46.7","30.6",,"338.6",,,,,,,,,,,,,,,,"284.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.65",,,,,,,,,,,,,,,,"15.95","73.6",,,,,"0","9.40",,"14.90","3.89",,,,,,,"2325",,,,,
"USC00118740","1976-11",,,,,,"428.8","0.0","3",,"1","0","0","0","0","25","4","0","0",,,"19761129","19761122","19761130",,"19761126","19761118","-14.4","0","0","13.0","16.7",,"852.6",,,,,,,,,,,,,,,,"514.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.6",,,,,"0","1.20",,"6.43","-4.03",,,,,,,,,,,,
"USC00118740","1976-12",,,,,,"428.8","0.0","5",,"1","0","6","2","3","30","10","0","0",,,"19761231","19761207","19761206",,"19761206","19761219","-22.8","51","38","4.3","12.2",,"1566.4",,,,,,,,,,,,,,,,"713.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.0",,,,,"83","-4.69",,"0.83","-10.21",,,,,,,,,,,,
"USC00118740","1977-01",,,,,,"0.0","0.0","14",,"5","0","31","6","14","31","31","0","0",,,"19770117","19770128","19770109","1","19770104","19770126","-28.9","254","94","8.1","-0.6",,"2502.2",,,,,,,,,,,,,,,,"935.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.3",,,,,"478","-11.85",,"-7.56","-16.15",,,,,,,,,,,,
"USC00118740","1977-02",,,,,,"0.0","0.0","9",,"4","0","16","2","3","21","10","0","0",,,"19770207","19770201","19770226","1","19770226","19770222","-18.3","229","112","13.0","17.2",,"3064.8",,,,,,,,,,,,,,,,"562.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.7",,,,,"150","-1.76",,"2.50","-6.02",,,,,,,,,,,,
"USC00118740","1977-03",,,,,,"0.0","0.0","13",,"10","2","4","2","0","10","0","3","0",,,"19770302","19770322","19770322","3","19770317","19770326","-8.3","127","69","26.2","21.7",,"3408.5",,,,,,,,,,,,,,,,"343.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148.2",,,,,"117","7.25",,"12.27","2.22",,,,,,,,,,,,
"USC00118740","1977-04",,,,,,"28.5","28.5","8",,"3","0","1","1","0","4","0","14","0",,,"19770406","19770406","19770406",,"19770402","19770417","-2.2","25","25","6.6","31.1",,"3557.9",,,,,,,,,,,,,,,,"149.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.76","19.1",,,,,"25","14.31",,"20.82","7.79",,,,,,,,,,,,
"USC00118740","1977-05",,,,,,"154.8","126.3","6",,"5","1","0","0","0","0","0","29","8",,,"19770510","19770531","19770531","9","19770504","19770526","2.2","0","0","29.7","32.8","153.1","3585.5",,,,,,,,,,,,,,,,"27.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.51",,,,,,,,,,,,,,,,"29.03","91.0",,,,,"0","21.52",,"27.97","15.07",,,,,,,"2262",,,,,
"USC00118740","1977-06",,,,,,"251.3","96.5","12",,"7","1","0","0","0","0","0","29","3",,,"19770609","19770630","19770630","7","19770624","19770605","6.7","0","0","27.4","35.0","139.9","3601.4",,,,,,,,,,,,,,,,"15.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.55",,,,,,,,,,,,,,,,"28.30","58.4",,,,,"0","21.02",,"27.05","14.99",,,,,,,"2241",,,,,
